Order_ID,Order_Date,Customer_ID,Customer_Name,Region,State,City,Salesperson,Category,Sub_Category,Product,Quantity,Unit_Price,Discount,Sales,Cost,Profit,Payment_Mode,Sales_Channel
ORD-110753,2025-04-21,CUST-2299,Customer 2299,South,Tamil Nadu,Madurai,Salesperson 2,Office Supplies,Paper,Paper Pro,1,780,0.05,741.0,543.47,197.53,Debit Card,Online
ORD-114340,2025-04-21,CUST-5493,Customer 5493,West,Goa,Margao,Salesperson 9,Furniture,Bookshelf,Bookshelf Pro,3,14420,0.1,38934.0,31206.52,7727.48,Net Banking,Online
ORD-100273,2025-04-21,CUST-3052,Customer 3052,North,Punjab,Amritsar,Salesperson 17,Home Appliances,Air Conditioner,Air Conditioner Pro,4,42050,0.0,168200.0,131166.56,37033.44,Credit Card,Online
ORD-100440,2025-04-21,CUST-4105,Customer 4105,East,Bihar,Patna,Salesperson 13,Electronics,Smartphone,Smartphone Pro,1,16130,0.0,16130.0,14074.83,2055.17,Debit Card,Retail Store
ORD-101861,2025-04-21,CUST-1478,Customer 1478,West,Rajasthan,Jaipur,Salesperson 3,Office Supplies,File Storage,File Storage Pro,5,2470,0.05,11732.5,8528.42,3204.08,Net Banking,Online
ORD-110755,2025-04-21,CUST-1665,Customer 1665,North,Haryana,Faridabad,Salesperson 13,Electronics,Smartphone,Smartphone Pro,1,16360,0.0,16360.0,13303.52,3056.48,UPI,Distributor
ORD-109288,2025-04-21,CUST-2208,Customer 2208,North,Uttar Pradesh,Kanpur,Salesperson 18,Home Appliances,Air Conditioner,Air Conditioner Pro,1,60800,0.05,57760.0,50393.77,7366.23,UPI,Online
ORD-106491,2025-04-21,CUST-3869,Customer 3869,South,Karnataka,Mysuru,Salesperson 5,Office Supplies,Paper,Paper Pro,1,330,0.1,297.0,223.02,73.98,Net Banking,Retail Store
ORD-104264,2025-04-21,CUST-2283,Customer 2283,South,Tamil Nadu,Madurai,Salesperson 2,Furniture,Desk,Desk Pro,4,16820,0.15,57188.0,43729.93,13458.07,UPI,Online
ORD-113763,2025-04-21,CUST-3825,Customer 3825,North,Delhi,New Delhi,Salesperson 16,Electronics,Laptop,Laptop Pro,1,75380,0.05,71611.0,58792.15,12818.85,UPI,Retail Store
ORD-112522,2025-04-21,CUST-4762,Customer 4762,West,Maharashtra,Nagpur,Salesperson 1,Home Appliances,Air Conditioner,Air Conditioner Pro,1,62930,0.05,59783.5,49398.78,10384.72,Debit Card,Distributor
ORD-106973,2025-04-21,CUST-2958,Customer 2958,North,Uttar Pradesh,Noida,Salesperson 4,Electronics,Laptop,Laptop Pro,2,58510,0.1,105318.0,81333.95,23984.05,UPI,Distributor
ORD-112043,2025-04-21,CUST-5047,Customer 5047,West,Maharashtra,Pune,Salesperson 7,Home Appliances,Air Conditioner,Air Conditioner Pro,1,63390,0.05,60220.5,49135.0,11085.5,Credit Card,Retail Store
ORD-113353,2025-04-21,CUST-1384,Customer 1384,East,Odisha,Bhubaneswar,Salesperson 4,Home Appliances,Air Conditioner,Air Conditioner Pro,2,30990,0.2,49584.0,44908.94,4675.06,Credit Card,Online
ORD-110678,2025-04-21,CUST-2634,Customer 2634,East,Odisha,Cuttack,Salesperson 7,Office Supplies,Paper,Paper Pro,1,600,0.15,510.0,363.98,146.02,Net Banking,Online
ORD-108190,2025-04-22,CUST-2953,Customer 2953,North,Uttar Pradesh,Kanpur,Salesperson 17,Furniture,Office Chair,Office Chair Pro,2,10600,0.05,20140.0,14219.12,5920.88,Debit Card,Online
ORD-103757,2025-04-22,CUST-1294,Customer 1294,West,Maharashtra,Nagpur,Salesperson 20,Electronics,Monitor,Monitor Pro,3,11760,0.0,35280.0,30382.68,4897.32,Net Banking,Distributor
ORD-102701,2025-04-22,CUST-3159,Customer 3159,North,Punjab,Jalandhar,Salesperson 6,Office Supplies,Printer,Printer Pro,2,17930,0.15,30481.0,20751.68,9729.32,UPI,Online
ORD-105809,2025-04-22,CUST-2932,Customer 2932,East,Odisha,Rourkela,Salesperson 10,Office Supplies,Paper,Paper Pro,1,550,0.1,495.0,366.69,128.31,Debit Card,Online
ORD-114852,2025-04-22,CUST-2518,Customer 2518,West,Goa,Vasco da Gama,Salesperson 14,Office Supplies,Stationery,Stationery Pro,1,280,0.05,266.0,197.87,68.13,Credit Card,Online
ORD-104022,2025-04-22,CUST-5208,Customer 5208,North,Delhi,New Delhi,Salesperson 12,Electronics,Tablet,Tablet Pro,1,14060,0.1,12654.0,11376.3,1277.7,UPI,Retail Store
ORD-106660,2025-04-22,CUST-3991,Customer 3991,North,Haryana,Faridabad,Salesperson 9,Electronics,Tablet,Tablet Pro,3,40900,0.05,116565.0,96119.09,20445.91,UPI,Retail Store
ORD-107859,2025-04-22,CUST-2862,Customer 2862,South,Karnataka,Mangaluru,Salesperson 20,Electronics,Smartphone,Smartphone Pro,1,53720,0.15,45662.0,36853.52,8808.48,Net Banking,Retail Store
ORD-113066,2025-04-22,CUST-3789,Customer 3789,West,Gujarat,Surat,Salesperson 12,Office Supplies,Paper,Paper Pro,2,710,0.15,1207.0,830.92,376.08,Debit Card,Retail Store
ORD-108912,2025-04-22,CUST-4876,Customer 4876,South,Telangana,Hyderabad,Salesperson 3,Office Supplies,File Storage,File Storage Pro,3,720,0.1,1944.0,1387.32,556.68,Debit Card,Online
ORD-105128,2025-04-22,CUST-1038,Customer 1038,East,Bihar,Patna,Salesperson 19,Electronics,Tablet,Tablet Pro,2,21260,0.1,38268.0,32839.11,5428.89,UPI,Online
ORD-102752,2025-04-22,CUST-4971,Customer 4971,North,Delhi,New Delhi,Salesperson 12,Office Supplies,Stationery,Stationery Pro,3,370,0.1,999.0,705.47,293.53,UPI,Distributor
ORD-108646,2025-04-22,CUST-4686,Customer 4686,North,Uttar Pradesh,Noida,Salesperson 19,Furniture,Bookshelf,Bookshelf Pro,1,4810,0.0,4810.0,3387.53,1422.47,Cash,Online
ORD-109586,2025-04-22,CUST-3317,Customer 3317,South,Karnataka,Mangaluru,Salesperson 6,Office Supplies,File Storage,File Storage Pro,1,780,0.15,663.0,485.09,177.91,UPI,Retail Store
ORD-110326,2025-04-22,CUST-1529,Customer 1529,North,Punjab,Jalandhar,Salesperson 10,Electronics,Tablet,Tablet Pro,1,33710,0.0,33710.0,30005.01,3704.99,UPI,Online
ORD-114145,2025-04-22,CUST-4129,Customer 4129,North,Punjab,Amritsar,Salesperson 10,Office Supplies,Printer,Printer Pro,2,23640,0.05,44916.0,31775.57,13140.43,Net Banking,Distributor
ORD-106630,2025-04-22,CUST-4611,Customer 4611,North,Punjab,Jalandhar,Salesperson 6,Office Supplies,Stationery,Stationery Pro,1,1060,0.1,954.0,698.83,255.17,UPI,Online
ORD-100592,2025-04-22,CUST-1786,Customer 1786,South,Karnataka,Bengaluru,Salesperson 16,Office Supplies,Paper,Paper Pro,4,580,0.0,2320.0,1497.75,822.25,Cash,Online
ORD-114552,2025-04-22,CUST-2860,Customer 2860,East,Odisha,Bhubaneswar,Salesperson 18,Electronics,Smartphone,Smartphone Pro,1,45480,0.1,40932.0,35900.93,5031.07,Credit Card,Retail Store
ORD-103791,2025-04-22,CUST-5244,Customer 5244,North,Punjab,Amritsar,Salesperson 9,Electronics,Monitor,Monitor Pro,2,26610,0.05,50559.0,44778.92,5780.08,Net Banking,Online
ORD-108065,2025-04-22,CUST-1509,Customer 1509,North,Uttar Pradesh,Lucknow,Salesperson 16,Home Appliances,Washing Machine,Washing Machine Pro,2,41800,0.0,83600.0,70773.47,12826.53,UPI,Retail Store
ORD-103702,2025-04-22,CUST-1565,Customer 1565,West,Maharashtra,Mumbai,Salesperson 4,Office Supplies,Stationery,Stationery Pro,4,200,0.15,680.0,484.18,195.82,UPI,Online
ORD-113906,2025-04-22,CUST-4091,Customer 4091,North,Delhi,Noida,Salesperson 8,Furniture,Desk,Desk Pro,1,7640,0.0,7640.0,6291.68,1348.32,Credit Card,Retail Store
ORD-108012,2025-04-22,CUST-3315,Customer 3315,North,Punjab,Amritsar,Salesperson 17,Furniture,Bookshelf,Bookshelf Pro,1,10910,0.1,9819.0,7033.12,2785.88,Credit Card,Online
ORD-113656,2025-04-22,CUST-3116,Customer 3116,North,Uttar Pradesh,Lucknow,Salesperson 15,Home Appliances,Microwave,Microwave Pro,1,15540,0.1,13986.0,12200.73,1785.27,UPI,Distributor
ORD-100881,2025-04-22,CUST-3479,Customer 3479,North,Haryana,Gurugram,Salesperson 16,Electronics,Tablet,Tablet Pro,1,17260,0.15,14671.0,11715.26,2955.74,UPI,Distributor
ORD-101823,2025-04-22,CUST-2340,Customer 2340,East,Bihar,Bhagalpur,Salesperson 18,Office Supplies,Paper,Paper Pro,2,760,0.1,1368.0,1037.39,330.61,Credit Card,Online
ORD-101482,2025-04-22,CUST-1903,Customer 1903,South,Tamil Nadu,Coimbatore,Salesperson 5,Electronics,Smartphone,Smartphone Pro,3,50900,0.2,122160.0,100479.65,21680.35,UPI,Online
ORD-107700,2025-04-22,CUST-5427,Customer 5427,West,Rajasthan,Udaipur,Salesperson 2,Electronics,Tablet,Tablet Pro,1,34610,0.05,32879.5,27419.52,5459.98,Debit Card,Retail Store
ORD-101476,2025-04-22,CUST-3117,Customer 3117,North,Delhi,Noida,Salesperson 9,Office Supplies,Stationery,Stationery Pro,1,810,0.1,729.0,477.02,251.98,Credit Card,Retail Store
ORD-107979,2025-04-22,CUST-3660,Customer 3660,South,Tamil Nadu,Coimbatore,Salesperson 2,Office Supplies,Stationery,Stationery Pro,2,270,0.1,486.0,326.81,159.19,Credit Card,Online
ORD-103704,2025-04-22,CUST-5281,Customer 5281,North,Punjab,Jalandhar,Salesperson 4,Home Appliances,Air Conditioner,Air Conditioner Pro,5,31050,0.15,131962.5,103595.28,28367.22,Credit Card,Online
ORD-102203,2025-04-22,CUST-2436,Customer 2436,West,Rajasthan,Jodhpur,Salesperson 20,Furniture,Bookshelf,Bookshelf Pro,5,7990,0.1,35955.0,26383.03,9571.97,Cash,Retail Store
ORD-102609,2025-04-22,CUST-3786,Customer 3786,West,Goa,Panaji,Salesperson 10,Office Supplies,Stationery,Stationery Pro,4,580,0.1,2088.0,1394.32,693.68,UPI,Retail Store
ORD-110882,2025-04-22,CUST-4423,Customer 4423,South,Kerala,Kochi,Salesperson 10,Electronics,Smartphone,Smartphone Pro,2,24880,0.15,42296.0,34420.99,7875.01,Debit Card,Online
ORD-102784,2025-04-22,CUST-1146,Customer 1146,West,Goa,Vasco da Gama,Salesperson 6,Office Supplies,File Storage,File Storage Pro,2,1060,0.2,1696.0,1236.79,459.21,Credit Card,Online
ORD-108518,2025-04-22,CUST-4421,Customer 4421,North,Haryana,Gurugram,Salesperson 12,Home Appliances,Refrigerator,Refrigerator Pro,1,54660,0.0,54660.0,47786.51,6873.49,Debit Card,Online
ORD-106594,2025-04-22,CUST-4748,Customer 4748,South,Kerala,Thiruvananthapuram,Salesperson 16,Home Appliances,Air Conditioner,Air Conditioner Pro,2,40390,0.05,76741.0,67429.53,9311.47,Net Banking,Online
ORD-113195,2025-04-22,CUST-1991,Customer 1991,West,Maharashtra,Pune,Salesperson 6,Office Supplies,Paper,Paper Pro,4,490,0.15,1666.0,1297.68,368.32,Debit Card,Online
ORD-101697,2025-04-22,CUST-4439,Customer 4439,South,Karnataka,Bengaluru,Salesperson 2,Electronics,Laptop,Laptop Pro,1,67390,0.15,57281.5,46527.9,10753.6,UPI,Distributor
ORD-113931,2025-04-22,CUST-3374,Customer 3374,North,Haryana,Panipat,Salesperson 9,Furniture,Office Chair,Office Chair Pro,2,7220,0.1,12996.0,9517.76,3478.24,Debit Card,Online
ORD-104845,2025-04-22,CUST-1805,Customer 1805,North,Uttar Pradesh,Kanpur,Salesperson 19,Electronics,Monitor,Monitor Pro,2,10580,0.0,21160.0,17768.86,3391.14,Credit Card,Distributor
ORD-106456,2025-04-22,CUST-4583,Customer 4583,South,Kerala,Thiruvananthapuram,Salesperson 4,Electronics,Monitor,Monitor Pro,1,16860,0.1,15174.0,13198.33,1975.67,UPI,Online
ORD-101629,2025-04-23,CUST-5330,Customer 5330,East,Odisha,Rourkela,Salesperson 5,Electronics,Smartphone,Smartphone Pro,3,48110,0.0,144330.0,119051.28,25278.72,Credit Card,Distributor
ORD-105040,2025-04-23,CUST-2344,Customer 2344,South,Kerala,Thiruvananthapuram,Salesperson 1,Home Appliances,Refrigerator,Refrigerator Pro,2,34090,0.2,54544.0,48266.39,6277.61,Net Banking,Distributor
ORD-110457,2025-04-23,CUST-2472,Customer 2472,North,Uttar Pradesh,Lucknow,Salesperson 5,Electronics,Tablet,Tablet Pro,1,16520,0.15,14042.0,11141.67,2900.33,Credit Card,Online
ORD-101612,2025-04-23,CUST-1881,Customer 1881,East,Bihar,Patna,Salesperson 15,Office Supplies,Stationery,Stationery Pro,4,570,0.0,2280.0,1627.78,652.22,Credit Card,Retail Store
ORD-110526,2025-04-23,CUST-5438,Customer 5438,South,Karnataka,Bengaluru,Salesperson 11,Office Supplies,File Storage,File Storage Pro,1,540,0.05,513.0,350.61,162.39,Credit Card,Distributor
ORD-113644,2025-04-23,CUST-3045,Customer 3045,North,Punjab,Amritsar,Salesperson 2,Office Supplies,Paper,Paper Pro,1,670,0.0,670.0,483.46,186.54,Debit Card,Retail Store
ORD-103293,2025-04-23,CUST-2315,Customer 2315,East,West Bengal,Durgapur,Salesperson 2,Furniture,Desk,Desk Pro,2,22550,0.05,42845.0,32248.5,10596.5,Credit Card,Retail Store
ORD-104799,2025-04-23,CUST-4040,Customer 4040,North,Uttar Pradesh,Lucknow,Salesperson 9,Electronics,Smartphone,Smartphone Pro,1,45910,0.05,43614.5,34663.15,8951.35,UPI,Online
ORD-111790,2025-04-23,CUST-2836,Customer 2836,South,Telangana,Hyderabad,Salesperson 13,Office Supplies,Paper,Paper Pro,2,550,0.1,990.0,631.42,358.58,Credit Card,Retail Store
ORD-101227,2025-04-23,CUST-3660,Customer 3660,East,Jharkhand,Jamshedpur,Salesperson 1,Furniture,Desk,Desk Pro,2,7310,0.05,13889.0,10164.65,3724.35,Credit Card,Retail Store
ORD-100453,2025-04-23,CUST-1455,Customer 1455,West,Goa,Vasco da Gama,Salesperson 13,Furniture,Bookshelf,Bookshelf Pro,1,10540,0.1,9486.0,6994.66,2491.34,Debit Card,Online
ORD-104025,2025-04-23,CUST-4011,Customer 4011,South,Karnataka,Mangaluru,Salesperson 3,Office Supplies,Stationery,Stationery Pro,1,1180,0.1,1062.0,793.77,268.23,Credit Card,Online
ORD-112843,2025-04-23,CUST-2141,Customer 2141,East,Jharkhand,Dhanbad,Salesperson 18,Furniture,Bookshelf,Bookshelf Pro,4,11560,0.05,43928.0,33757.66,10170.34,Cash,Retail Store
ORD-100456,2025-04-23,CUST-4150,Customer 4150,North,Delhi,Gurugram,Salesperson 16,Office Supplies,Printer,Printer Pro,1,13040,0.15,11084.0,7160.26,3923.74,Credit Card,Retail Store
ORD-109739,2025-04-23,CUST-3978,Customer 3978,West,Maharashtra,Nagpur,Salesperson 15,Furniture,Office Chair,Office Chair Pro,5,15880,0.05,75430.0,62113.42,13316.58,Credit Card,Retail Store
ORD-114843,2025-04-23,CUST-2210,Customer 2210,West,Maharashtra,Mumbai,Salesperson 4,Electronics,Tablet,Tablet Pro,3,17560,0.05,50046.0,40734.6,9311.4,Credit Card,Retail Store
ORD-112834,2025-04-23,CUST-2201,Customer 2201,North,Uttar Pradesh,Kanpur,Salesperson 17,Furniture,Desk,Desk Pro,3,7910,0.1,21357.0,16547.59,4809.41,UPI,Online
ORD-108365,2025-04-23,CUST-1028,Customer 1028,West,Gujarat,Vadodara,Salesperson 4,Office Supplies,Printer,Printer Pro,1,18740,0.0,18740.0,12587.02,6152.98,UPI,Online
ORD-104299,2025-04-23,CUST-2819,Customer 2819,West,Gujarat,Ahmedabad,Salesperson 3,Furniture,Bookshelf,Bookshelf Pro,2,5730,0.2,9168.0,7149.56,2018.44,Net Banking,Online
ORD-104218,2025-04-23,CUST-2960,Customer 2960,West,Gujarat,Surat,Salesperson 5,Office Supplies,Printer,Printer Pro,1,10090,0.05,9585.5,7109.46,2476.04,Credit Card,Online
ORD-100445,2025-04-23,CUST-5007,Customer 5007,North,Punjab,Amritsar,Salesperson 10,Home Appliances,Air Conditioner,Air Conditioner Pro,2,57610,0.15,97937.0,87656.74,10280.26,UPI,Distributor
ORD-108898,2025-04-23,CUST-5144,Customer 5144,North,Delhi,Noida,Salesperson 19,Office Supplies,Paper,Paper Pro,3,570,0.1,1539.0,1058.47,480.53,Net Banking,Retail Store
ORD-104226,2025-04-23,CUST-2263,Customer 2263,North,Delhi,New Delhi,Salesperson 2,Office Supplies,Stationery,Stationery Pro,2,220,0.2,352.0,255.33,96.67,Net Banking,Online
ORD-109934,2025-04-23,CUST-3655,Customer 3655,West,Gujarat,Surat,Salesperson 16,Electronics,Laptop,Laptop Pro,3,72310,0.1,195237.0,161394.3,33842.7,UPI,Retail Store
ORD-110661,2025-04-23,CUST-4282,Customer 4282,South,Karnataka,Mangaluru,Salesperson 12,Furniture,Sofa,Sofa Pro,4,52280,0.05,198664.0,156751.29,41912.71,Debit Card,Retail Store
ORD-112453,2025-04-23,CUST-2403,Customer 2403,West,Rajasthan,Jaipur,Salesperson 18,Electronics,Laptop,Laptop Pro,1,60230,0.1,54207.0,43538.04,10668.96,UPI,Retail Store
ORD-114685,2025-04-23,CUST-3750,Customer 3750,East,West Bengal,Kolkata,Salesperson 6,Office Supplies,File Storage,File Storage Pro,1,1730,0.0,1730.0,1216.64,513.36,Credit Card,Online
ORD-101951,2025-04-23,CUST-2519,Customer 2519,South,Telangana,Warangal,Salesperson 2,Electronics,Smartphone,Smartphone Pro,1,48740,0.15,41429.0,33978.05,7450.95,Debit Card,Online
ORD-113901,2025-04-23,CUST-2014,Customer 2014,West,Rajasthan,Udaipur,Salesperson 2,Electronics,Tablet,Tablet Pro,1,24090,0.05,22885.5,18912.71,3972.79,Cash,Online
ORD-110338,2025-04-23,CUST-4617,Customer 4617,South,Kerala,Kochi,Salesperson 7,Furniture,Desk,Desk Pro,2,15270,0.1,27486.0,20770.95,6715.05,Debit Card,Distributor
ORD-106196,2025-04-23,CUST-4180,Customer 4180,North,Delhi,Noida,Salesperson 9,Electronics,Smartphone,Smartphone Pro,2,30080,0.05,57152.0,49602.66,7549.34,Credit Card,Online
ORD-111771,2025-04-23,CUST-3276,Customer 3276,East,Jharkhand,Dhanbad,Salesperson 17,Electronics,Laptop,Laptop Pro,2,83720,0.0,167440.0,139580.65,27859.35,Debit Card,Online
ORD-100734,2025-04-23,CUST-4259,Customer 4259,West,Gujarat,Vadodara,Salesperson 10,Office Supplies,Printer,Printer Pro,4,14660,0.05,55708.0,42968.04,12739.96,UPI,Online
ORD-104386,2025-04-23,CUST-3840,Customer 3840,West,Maharashtra,Mumbai,Salesperson 14,Office Supplies,Paper,Paper Pro,2,570,0.0,1140.0,797.19,342.81,UPI,Online
ORD-100155,2025-04-23,CUST-1182,Customer 1182,South,Tamil Nadu,Madurai,Salesperson 5,Home Appliances,Microwave,Microwave Pro,3,7440,0.15,18972.0,15312.49,3659.51,UPI,Distributor
ORD-107001,2025-04-23,CUST-2220,Customer 2220,South,Karnataka,Bengaluru,Salesperson 17,Electronics,Laptop,Laptop Pro,2,64290,0.0,128580.0,108278.12,20301.88,UPI,Distributor
ORD-114869,2025-04-23,CUST-3722,Customer 3722,West,Gujarat,Surat,Salesperson 10,Electronics,Smartphone,Smartphone Pro,2,22350,0.05,42465.0,32626.22,9838.78,Credit Card,Online
ORD-107768,2025-04-24,CUST-3581,Customer 3581,East,Odisha,Rourkela,Salesperson 10,Furniture,Desk,Desk Pro,1,7980,0.05,7581.0,5470.03,2110.97,Credit Card,Retail Store
ORD-103153,2025-04-24,CUST-3211,Customer 3211,West,Maharashtra,Nagpur,Salesperson 8,Office Supplies,Stationery,Stationery Pro,3,800,0.1,2160.0,1536.02,623.98,UPI,Retail Store
ORD-107209,2025-04-24,CUST-2162,Customer 2162,South,Karnataka,Mysuru,Salesperson 11,Furniture,Desk,Desk Pro,1,18470,0.1,16623.0,12087.78,4535.22,Credit Card,Distributor
ORD-112608,2025-04-24,CUST-2459,Customer 2459,South,Tamil Nadu,Coimbatore,Salesperson 16,Home Appliances,Refrigerator,Refrigerator Pro,1,67920,0.0,67920.0,56215.53,11704.47,Cash,Online
ORD-105339,2025-04-24,CUST-5366,Customer 5366,West,Maharashtra,Mumbai,Salesperson 20,Home Appliances,Refrigerator,Refrigerator Pro,1,35960,0.05,34162.0,27755.41,6406.59,UPI,Distributor
ORD-112162,2025-04-24,CUST-4618,Customer 4618,East,Odisha,Cuttack,Salesperson 15,Office Supplies,Paper,Paper Pro,5,520,0.15,2210.0,1534.06,675.94,Debit Card,Distributor
ORD-113005,2025-04-24,CUST-2660,Customer 2660,West,Rajasthan,Jodhpur,Salesperson 13,Electronics,Laptop,Laptop Pro,1,76630,0.05,72798.5,59215.92,13582.58,Credit Card,Retail Store
ORD-111536,2025-04-24,CUST-2920,Customer 2920,East,Bihar,Gaya,Salesperson 10,Home Appliances,Air Conditioner,Air Conditioner Pro,2,53680,0.0,107360.0,92161.65,15198.35,UPI,Retail Store
ORD-104883,2025-04-24,CUST-3412,Customer 3412,West,Maharashtra,Mumbai,Salesperson 3,Office Supplies,File Storage,File Storage Pro,1,2210,0.0,2210.0,1599.7,610.3,Cash,Retail Store
ORD-110489,2025-04-24,CUST-5370,Customer 5370,South,Tamil Nadu,Coimbatore,Salesperson 7,Office Supplies,Paper,Paper Pro,1,730,0.15,620.5,462.57,157.93,Debit Card,Retail Store
ORD-109838,2025-04-24,CUST-4365,Customer 4365,West,Goa,Margao,Salesperson 11,Electronics,Tablet,Tablet Pro,1,15400,0.2,12320.0,10821.41,1498.59,UPI,Online
ORD-111970,2025-04-24,CUST-1225,Customer 1225,South,Karnataka,Mysuru,Salesperson 16,Office Supplies,Stationery,Stationery Pro,2,500,0.1,900.0,629.73,270.27,UPI,Distributor
ORD-104127,2025-04-24,CUST-5232,Customer 5232,South,Telangana,Nizamabad,Salesperson 3,Office Supplies,Stationery,Stationery Pro,3,890,0.0,2670.0,1907.5,762.5,UPI,Retail Store
ORD-113774,2025-04-24,CUST-1539,Customer 1539,West,Rajasthan,Jodhpur,Salesperson 17,Office Supplies,File Storage,File Storage Pro,2,1710,0.05,3249.0,2347.76,901.24,Credit Card,Online
ORD-114357,2025-04-24,CUST-4739,Customer 4739,East,West Bengal,Kolkata,Salesperson 11,Home Appliances,Microwave,Microwave Pro,3,14010,0.1,37827.0,34186.36,3640.64,Net Banking,Online
ORD-107356,2025-04-24,CUST-4654,Customer 4654,East,Bihar,Patna,Salesperson 4,Office Supplies,File Storage,File Storage Pro,1,430,0.1,387.0,271.83,115.17,Debit Card,Retail Store
ORD-109488,2025-04-24,CUST-1641,Customer 1641,East,Bihar,Bhagalpur,Salesperson 15,Electronics,Monitor,Monitor Pro,1,11590,0.05,11010.5,8952.67,2057.83,UPI,Online
ORD-109451,2025-04-24,CUST-2624,Customer 2624,East,Bihar,Patna,Salesperson 15,Furniture,Bookshelf,Bookshelf Pro,1,13790,0.1,12411.0,10132.38,2278.62,UPI,Distributor
ORD-101232,2025-04-24,CUST-4056,Customer 4056,West,Goa,Panaji,Salesperson 4,Electronics,Monitor,Monitor Pro,2,20870,0.1,37566.0,31974.71,5591.29,UPI,Distributor
ORD-103209,2025-04-24,CUST-3688,Customer 3688,West,Gujarat,Surat,Salesperson 18,Furniture,Bookshelf,Bookshelf Pro,2,14720,0.2,23552.0,18883.92,4668.08,Cash,Retail Store
ORD-108283,2025-04-24,CUST-2776,Customer 2776,South,Kerala,Thiruvananthapuram,Salesperson 6,Home Appliances,Refrigerator,Refrigerator Pro,1,51310,0.05,48744.5,45169.65,3574.85,Credit Card,Online
ORD-112818,2025-04-24,CUST-2023,Customer 2023,North,Haryana,Panipat,Salesperson 3,Home Appliances,Washing Machine,Washing Machine Pro,5,54440,0.15,231370.0,189389.53,41980.47,Cash,Retail Store
ORD-111622,2025-04-24,CUST-3385,Customer 3385,West,Goa,Vasco da Gama,Salesperson 3,Electronics,Tablet,Tablet Pro,3,29490,0.05,84046.5,68575.73,15470.77,Cash,Distributor
ORD-110380,2025-04-24,CUST-3641,Customer 3641,West,Gujarat,Surat,Salesperson 18,Office Supplies,File Storage,File Storage Pro,4,420,0.2,1344.0,1001.26,342.74,UPI,Online
ORD-101355,2025-04-24,CUST-1474,Customer 1474,West,Gujarat,Ahmedabad,Salesperson 17,Furniture,Sofa,Sofa Pro,2,45320,0.05,86108.0,65233.28,20874.72,Net Banking,Retail Store
ORD-110692,2025-04-24,CUST-2017,Customer 2017,West,Rajasthan,Jaipur,Salesperson 2,Electronics,Laptop,Laptop Pro,3,60510,0.1,163377.0,127640.32,35736.68,UPI,Online
ORD-105783,2025-04-24,CUST-2460,Customer 2460,East,West Bengal,Durgapur,Salesperson 7,Office Supplies,Paper,Paper Pro,1,600,0.0,600.0,432.71,167.29,UPI,Retail Store
ORD-102062,2025-04-24,CUST-1285,Customer 1285,East,West Bengal,Siliguri,Salesperson 8,Office Supplies,Printer,Printer Pro,1,17580,0.0,17580.0,12914.13,4665.87,UPI,Online
ORD-114140,2025-04-24,CUST-3541,Customer 3541,North,Delhi,New Delhi,Salesperson 10,Office Supplies,Paper,Paper Pro,1,710,0.1,639.0,421.51,217.49,Credit Card,Retail Store
ORD-102175,2025-04-24,CUST-2358,Customer 2358,East,Odisha,Rourkela,Salesperson 18,Electronics,Monitor,Monitor Pro,2,24720,0.1,44496.0,36333.19,8162.81,Credit Card,Distributor
ORD-108824,2025-04-24,CUST-4424,Customer 4424,North,Delhi,Gurugram,Salesperson 7,Electronics,Laptop,Laptop Pro,1,66650,0.1,59985.0,47234.36,12750.64,UPI,Retail Store
ORD-105789,2025-04-24,CUST-4748,Customer 4748,East,Jharkhand,Ranchi,Salesperson 17,Home Appliances,Microwave,Microwave Pro,5,9140,0.15,38845.0,32823.27,6021.73,UPI,Retail Store
ORD-101040,2025-04-24,CUST-3343,Customer 3343,North,Delhi,Noida,Salesperson 18,Furniture,Office Chair,Office Chair Pro,1,13180,0.05,12521.0,9710.96,2810.04,Credit Card,Distributor
ORD-113219,2025-04-24,CUST-3279,Customer 3279,North,Haryana,Faridabad,Salesperson 11,Home Appliances,Air Conditioner,Air Conditioner Pro,1,35540,0.1,31986.0,26957.77,5028.23,UPI,Online
ORD-111644,2025-04-24,CUST-1020,Customer 1020,South,Tamil Nadu,Chennai,Salesperson 13,Office Supplies,Stationery,Stationery Pro,1,1010,0.05,959.5,665.87,293.63,Credit Card,Online
ORD-101372,2025-04-24,CUST-2958,Customer 2958,North,Delhi,Gurugram,Salesperson 6,Electronics,Monitor,Monitor Pro,3,14450,0.1,39015.0,32894.53,6120.47,UPI,Retail Store
ORD-109687,2025-04-24,CUST-3589,Customer 3589,South,Karnataka,Mysuru,Salesperson 5,Electronics,Tablet,Tablet Pro,1,27570,0.05,26191.5,21689.82,4501.68,Debit Card,Retail Store
ORD-100753,2025-04-24,CUST-1671,Customer 1671,West,Goa,Vasco da Gama,Salesperson 9,Office Supplies,Paper,Paper Pro,1,410,0.1,369.0,253.7,115.3,Debit Card,Online
ORD-110839,2025-04-24,CUST-4454,Customer 4454,North,Haryana,Gurugram,Salesperson 4,Office Supplies,Stationery,Stationery Pro,1,880,0.05,836.0,562.34,273.66,Debit Card,Retail Store
ORD-112982,2025-04-24,CUST-4121,Customer 4121,West,Gujarat,Vadodara,Salesperson 5,Office Supplies,Printer,Printer Pro,2,9230,0.2,14768.0,10671.58,4096.42,UPI,Retail Store
